,system:index,classification,Lat,Lon,B2,B3,B4,B8
82,82,2,-1.1983984022549032,36.94201710726939,2729.3333333333335,2450.5833333333335,2292.75,2319.75
83,83,2,-1.2077249456128636,36.91875031227473,2377.0833333333335,2210.5833333333335,2123.4166666666665,2113.75
84,84,2,-1.210686759353077,36.96833546826971,2549.4166666666665,2309.6666666666665,2267.6666666666665,2246.375
85,85,5,-1.2096958526846926,36.927294276055015,2384.6666666666665,2108.1666666666665,1957.0,2065.0833333333335
86,86,1,-1.2074567497778974,36.90776032802014,2491.0833333333335,2261.3333333333335,2189.8333333333335,2183.5833333333335
87,87,2,-1.2221007035914642,36.92563385221611,2230.5833333333335,2000.0,1851.0,1944.4166666666667
88,88,1,-1.1652667138367103,36.95540801720923,1778.7083333333333,1621.0416666666667,1567.9166666666667,1537.5
89,89,3,-1.1811366834640509,36.9605312845086,1590.0416666666667,1444.25,1359.5833333333333,1338.0
90,90,5,-1.2224168683460392,36.95185481809908,1869.2083333333333,1712.4166666666667,1655.5416666666667,1599.2916666666667
91,91,0,-1.212135246228498,36.90607602038857,2478.75,2219.75,2106.1666666666665,2139.8333333333335
92,92,2,-1.1684959594107562,36.95393218123174,1768.5416666666667,1613.5,1652.3333333333333,1517.0833333333333
93,93,2,-1.1879834373641578,36.93489085385543,2027.9166666666667,1822.5833333333333,1727.1666666666667,1742.8333333333333
94,94,5,-1.2103432608425613,36.97799409264244,2746.2083333333335,2593.75,2494.0833333333335,2406.5833333333335
95,95,2,-1.1996035976899035,36.947117330706114,1945.4583333333333,1734.9166666666667,1637.0833333333333,1645.9166666666667
96,96,5,-1.1828378659543175,36.95668888714677,1973.6666666666667,1758.9166666666667,1667.9166666666667,1666.9583333333333
97,97,2,-1.2122118539891922,36.95882548835131,2639.0416666666665,2384.6666666666665,2248.8333333333335,2300.8333333333335
98,98,2,-1.2028536823674367,36.92111151047688,2884.75,2626.9166666666665,2494.0,2507.0
99,99,5,-1.2049899045104302,36.955149739664655,2641.5833333333335,2378.7916666666665,2288.7083333333335,2242.0
100,100,2,-1.2082422046416623,36.97518412757739,3012.0833333333335,2600.4166666666665,2447.3333333333335,2546.75
101,101,5,-1.2190353626945132,36.930457966716034,1610.3333333333333,1456.5833333333333,1391.75,1380.9166666666667
102,102,1,-1.2013865164676685,36.97470013830086,2941.5833333333335,2611.7083333333335,2541.75,2573.0
103,103,2,-1.218639319508627,36.91012700408331,2074.3333333333335,1811.25,1700.8333333333333,1730.1666666666667
104,104,5,-1.1736819905917228,36.95595601863026,1593.375,1444.0416666666667,1397.0833333333333,1346.9583333333333
105,105,1,-1.2162692110125466,36.90853141991271,1714.5,1548.8333333333333,1497.5,1451.3333333333333
106,106,1,-1.2023304746394812,36.937013120912574,2622.75,2393.3333333333335,2255.6666666666665,2263.8333333333335
107,107,2,-1.2142786309352844,36.95733913285017,1700.125,1509.125,1483.4166666666667,1434.4166666666667
108,108,5,-1.1978694871915132,36.97218308116634,1900.625,1706.75,1584.8333333333333,1568.6666666666667
109,109,5,-1.2125007485128851,36.98333766872127,2304.5416666666665,2042.9166666666667,1942.3333333333333,2016.0416666666667
110,110,5,-1.2056165654902526,36.9463722635366,2007.25,1866.8333333333333,1815.0,1740.7916666666667
111,111,2,-1.1930428904625965,36.92584706044569,2676.9166666666665,2415.0,2244.0833333333335,2354.1666666666665
112,112,5,-1.1967496105460884,36.96927458937647,1845.6666666666667,1712.75,1644.875,1546.5833333333333
113,113,1,-1.2115360420208854,36.92891768862021,1917.4166666666667,1736.9166666666667,1671.0,1655.75
114,114,5,-1.2164815878686297,36.95267640702944,1841.125,1709.7083333333333,1641.7916666666667,1569.7083333333333
115,115,3,-1.179173645803161,36.96232047504293,1512.875,1363.1666666666667,1299.125,1255.5833333333333
116,116,5,-1.222299748279225,36.94173144929489,1937.0833333333333,1722.0833333333333,1601.0,1647.3333333333333
117,117,5,-1.2205247190769262,36.912938272966976,2013.3333333333333,1823.5833333333333,1742.75,1752.6666666666667
118,118,2,-1.1929829335046842,36.93481698751592,2359.5833333333335,2149.0,2027.4166666666667,2068.8333333333335
119,119,5,-1.2091812312797827,36.94114114967783,1986.0,1720.1666666666667,1615.5,1627.5833333333333
120,120,1,-1.1957186764674308,36.955976123583575,1759.4583333333333,1589.1666666666667,1514.0,1470.1666666666667
121,121,1,-1.213088762439538,36.97249261127616,2701.7083333333335,2402.9583333333335,2265.4583333333335,2359.375
122,122,5,-1.1776178271950788,36.943858292008535,1764.5,1577.3333333333333,1495.5,1475.9166666666667
123,123,5,-1.2179084226138257,36.94292475436779,2105.25,1911.6666666666667,1868.0,1797.8333333333333
124,124,2,-1.2034768758523742,36.96620288486894,2809.5416666666665,2626.25,2521.4583333333335,2454.2916666666665
125,125,2,-1.2075824738794343,36.91879527967688,2323.5,2145.4166666666665,2083.9166666666665,2062.0833333333335
126,126,1,-1.207094750717682,36.95314025866571,2344.25,2098.0416666666665,1987.9583333333333,1986.7916666666667
127,127,5,-1.2159404356802792,36.942685677813365,1787.5833333333333,1606.4166666666667,1563.75,1513.75
128,128,3,-1.187983208664854,36.95474739483407,1922.2083333333333,1736.5416666666667,1616.3333333333333,1626.3333333333333
129,129,5,-1.1792043339644724,36.94696888555833,1871.0833333333333,1659.125,1561.625,1549.6666666666667
130,130,2,-1.2134504086946962,36.95189951751877,1780.0833333333333,1568.9166666666667,1464.0833333333333,1475.0416666666667
131,131,2,-1.2107085534862896,36.97171499948979,2831.7083333333335,2570.3333333333335,2479.3333333333335,2466.9583333333335
132,132,3,-1.1699392484846989,36.95250008361069,2035.0833333333333,1749.3333333333333,1601.0833333333333,1732.9166666666667
133,133,2,-1.189096985549346,36.93492820306906,2051.75,1841.25,1857.6666666666667,1748.5
134,134,1,-1.1943143172199555,36.94741736189576,2357.4166666666665,2144.1666666666665,2075.8333333333335,2024.6666666666667
135,135,2,-1.193857523230987,36.92266861496816,2470.0833333333335,2243.3333333333335,2132.0833333333335,2149.25
136,136,5,-1.1868802691716671,36.97007677070519,1741.375,1609.4583333333333,1566.7083333333333,1458.125
137,137,0,-1.1992019345066909,36.97564902601029,2583.75,2335.2916666666665,2252.2083333333335,2242.5416666666665
138,138,2,-1.2146697594240927,36.97840079218074,2340.25,2156.2916666666665,2041.5833333333333,2023.6666666666667
139,139,2,-1.201021981449664,36.94793200062848,2023.4583333333333,1820.8333333333333,1746.2083333333333,1712.625
140,140,5,-1.1717651938494946,36.95461163651301,2112.7916666666665,1935.9166666666667,1877.125,1848.625
141,141,2,-1.2068365615794632,36.97496167404981,2963.9166666666665,2740.4583333333335,2621.0,2585.4583333333335
142,142,3,-1.2150571729859263,36.98900173246192,2201.0833333333335,2014.9583333333333,1955.7916666666667,1921.2083333333333
143,143,5,-1.1959761123470922,36.92799869248202,2067.5833333333335,1783.6666666666667,1721.0,1757.5
144,144,5,-1.1757575225900334,36.94862849930606,2197.7083333333335,1968.75,1817.9583333333333,1881.25
145,145,3,-1.2018939046666333,36.948441503291214,2085.3333333333335,1904.8333333333333,1813.3333333333333,1791.5416666666667
146,146,5,-1.187327040450084,36.9699341092629,1735.75,1557.2916666666667,1482.4583333333333,1436.4166666666667
147,147,2,-1.187912013988682,36.92871383369988,2150.6666666666665,1896.8333333333333,1828.6666666666667,1774.0833333333333
148,148,2,-1.2172400536901449,36.940601000319305,2075.3333333333335,1924.0833333333333,1870.8333333333333,1807.4166666666667
149,149,1,-1.2129238372955409,36.93947627757692,2209.75,1942.25,1801.1666666666667,1908.6666666666667
150,150,1,-1.2052423515597628,36.94836578712495,1928.2916666666667,1754.625,1624.1666666666667,1649.0833333333333
151,151,2,-1.2143265462565218,36.92397051440916,2195.9166666666665,2059.5,2026.8333333333333,1948.8333333333333
152,152,5,-1.1845861804392348,36.95480061928447,1787.2916666666667,1613.9166666666667,1550.6666666666667,1498.9583333333333
153,153,2,-1.1926269896998076,36.941913780113815,2814.0833333333335,2561.25,2443.1666666666665,2473.1666666666665
154,154,5,-1.2018128801262056,36.952091117983535,2195.3333333333335,1985.6666666666667,1908.875,1870.7916666666667
155,155,2,-1.1941464369837442,36.951669282330265,2388.25,2187.0,2124.875,2101.25
156,156,3,-1.172520584035577,36.96059874857296,1558.0,1370.9166666666667,1308.5,1289.4583333333333
157,157,2,-1.214380193417946,36.92342553285081,2342.0833333333335,2221.1666666666665,2150.4166666666665,2100.75
158,158,3,-1.177090798516136,36.94345077527474,1817.75,1566.75,1466.75,1477.5833333333333
159,159,5,-1.215425951578375,36.95927992047414,2130.7083333333335,1980.375,1823.2083333333333,1885.8333333333333
160,160,2,-1.2112092289907663,36.93896187888014,2199.0,2045.6666666666667,1986.75,1906.4166666666667
161,161,2,-1.2205043993845015,36.92871168224569,2113.4166666666665,2020.75,1976.0,1884.1666666666667
162,162,1,-1.1721313709443937,36.95917832475737,1596.3333333333333,1425.3333333333333,1375.4166666666667,1326.625
163,163,2,-1.2112510459172603,36.95653194412717,2497.6666666666665,2067.9166666666665,1937.4166666666667,2126.0416666666665
164,164,2,-1.2093901946923775,36.909087044011,2378.4166666666665,2214.6666666666665,2190.0,2100.8333333333335
165,165,2,-1.1987285057008523,36.958514979893145,1758.25,1544.8333333333333,1431.7083333333333,1468.3333333333333
166,166,1,-1.2035843403432336,36.931968813718,1842.0833333333333,1662.0833333333333,1604.0,1599.5
167,167,2,-1.2083162958467644,36.91946125099432,2216.25,2035.8333333333333,1979.9166666666667,1926.0833333333333
168,168,0,-1.1867875197968911,36.9367971577526,2024.4166666666667,1826.6666666666667,1724.0833333333333,1720.9166666666667
169,169,3,-1.197012895714412,36.964026762512034,1992.8333333333333,1754.5833333333333,1646.875,1638.6666666666667
170,170,2,-1.1974298143502535,36.97514783509442,2325.3333333333335,2153.25,2058.8333333333335,1975.6666666666667
171,171,3,-1.1841157240526965,36.95659177657358,1832.4583333333333,1658.7083333333333,1633.7083333333333,1559.0
172,172,2,-1.220313632546402,36.91858393946573,2908.8333333333335,2722.5833333333335,2618.5833333333335,2634.1666666666665
173,173,2,-1.214338349130529,36.97151911585576,2762.0416666666665,2562.0833333333335,2493.7916666666665,2490.5
174,174,5,-1.2094886319202791,36.9454430511888,2117.2083333333335,1910.7916666666667,1828.625,1798.9166666666667
175,175,2,-1.2038471948386682,36.9757153521504,3089.9166666666665,2764.75,2656.5,2639.125
176,176,5,-1.1961837971542315,36.95598306427808,1783.9166666666667,1598.2916666666667,1556.4166666666667,1490.8333333333333
177,177,1,-1.2073764990032732,36.95620826443027,2335.125,2153.9583333333335,2040.4166666666667,2013.375
178,178,5,-1.1964145797657912,36.93280675907874,1969.3333333333333,1755.5833333333333,1589.0,1691.25
179,179,2,-1.199193296253689,36.958131036532976,1717.8333333333333,1520.7083333333333,1445.0,1434.25
180,180,1,-1.2150413464075809,36.9500689223238,1846.375,1592.8333333333333,1499.7916666666667,1507.75
181,181,1,-1.2055508393126584,36.94124927954406,2076.8333333333335,1900.6666666666667,1912.5833333333333,1772.5833333333333
182,182,2,-1.2100653568507236,36.93495952818897,2475.75,2222.9166666666665,2083.8333333333335,2184.75
183,183,2,-1.1794912444882686,36.963928809093495,1555.5,1374.0416666666667,1312.3333333333333,1269.9166666666667
184,184,1,-1.1943267896411374,36.94620479124833,2347.7916666666665,2179.4166666666665,2136.5,2057.5
185,185,0,-1.1776973169234322,36.96276187513452,1471.4166666666667,1324.4166666666667,1251.9166666666667,1216.75
186,186,5,-1.2172415337239677,36.94798044567059,1895.8333333333333,1731.1666666666667,1643.0416666666667,1610.7083333333333
187,187,1,-1.1702115983144543,36.95625474501563,1977.7083333333333,1818.5833333333333,1760.3333333333333,1728.875
188,188,1,-1.2104117070183773,36.94379816433763,1881.8333333333333,1786.0,1704.6666666666667,1639.5833333333333
189,189,2,-1.2238412263659988,36.91934681451569,2480.0833333333335,2275.75,2121.9166666666665,2181.5
190,190,5,-1.213277571342045,36.98105622512363,2494.1666666666665,2239.4583333333335,2108.5,2159.4166666666665
191,191,2,-1.2053423329103097,36.91666711750722,2607.75,2377.75,2256.0,2271.0
192,192,5,-1.1736020170141623,36.95722186741817,1532.75,1374.4166666666667,1323.4166666666667,1291.375
193,193,5,-1.192249031785346,36.971753262820734,1936.5,1762.25,1682.2083333333333,1641.2916666666667
194,194,2,-1.1934413677263265,36.93540168943774,2436.8333333333335,2200.0,2105.4166666666665,2118.0833333333335
195,195,5,-1.191517504241717,36.95528259474832,2165.3333333333335,1908.8333333333333,1801.0833333333333,1837.25
196,196,2,-1.2250148240307153,36.92169473862511,2198.0,2006.75,1905.4166666666667,1895.0
197,197,2,-1.2031825744622942,36.95787142244606,2630.2083333333335,2356.7916666666665,2158.0416666666665,2239.875
198,198,1,-1.1900395089355047,36.93948631145384,1979.9166666666667,1846.5,1887.4166666666667,1718.5833333333333
199,199,5,-1.22030109113366,36.93997843705756,2233.1666666666665,2003.25,1885.6666666666667,1910.6666666666667
200,200,5,-1.204257635868495,36.9714646357086,2428.875,2216.9583333333335,2204.2083333333335,2099.8333333333335
201,201,1,-1.2163861754065108,36.92256487231947,2889.75,2643.5833333333335,2546.9166666666665,2544.75
202,202,2,-1.2139841982831232,36.91252882209591,2026.3333333333333,1868.1666666666667,1800.25,1764.25
203,203,2,-1.2020787275281974,36.91305853865229,2960.3333333333335,2725.75,2661.1666666666665,2596.0
204,204,0,-1.1908297823882328,36.9390934612625,2257.0833333333335,2104.1666666666665,2052.6666666666665,1994.75
205,205,0,-1.2201726194883664,36.96205262424906,2378.2916666666665,2183.0,2109.5833333333335,2091.125
206,206,5,-1.2066832357253157,36.948451690091815,2220.9166666666665,2033.9583333333333,1964.0833333333333,1923.8333333333333
207,207,2,-1.2037461086504988,36.96821342410591,2882.2083333333335,2584.4583333333335,2472.1666666666665,2479.0833333333335
208,208,5,-1.2152324477065568,36.99159638438052,1515.25,1361.5416666666667,1279.0,1298.0
209,209,2,-1.2217403640974305,36.92154701463197,2382.8333333333335,2134.0,2020.6666666666667,2085.9166666666665
210,210,5,-1.1954351861782735,36.95797353514914,1729.75,1537.5,1467.5416666666667,1435.3333333333333
211,211,2,-1.2068084813215187,36.96216674291854,2340.375,2118.8333333333335,2004.2916666666667,1955.0833333333333
212,212,0,-1.190726197597506,36.93996982023874,2041.5833333333333,1894.6666666666667,1784.75,1762.0
213,213,2,-1.182370180126134,36.95914476753441,1813.9583333333333,1640.0416666666667,1568.2916666666667,1540.2916666666667
214,214,1,-1.179514273430832,36.9400180645675,1748.4166666666667,1558.0833333333333,1488.1666666666667,1451.25
215,215,5,-1.2018278815044838,36.93551968114388,2641.9166666666665,2374.5833333333335,2260.5,2277.75
216,216,5,-1.184180769953341,36.94164223979067,1829.8333333333333,1648.8333333333333,1571.9166666666667,1539.0
217,217,5,-1.2165867513151392,36.94855832025436,1941.75,1774.625,1664.0833333333333,1653.7916666666667
218,218,3,-1.1813772198432062,36.93959692881532,1768.4166666666667,1593.0,1510.6666666666667,1496.25
219,219,1,-1.1966325882222455,36.923694935393314,2093.3333333333335,1917.8333333333333,1887.0,1785.3333333333333
220,220,1,-1.197118277328254,36.95574395217685,1902.625,1679.1666666666667,1591.9166666666667,1573.5833333333333
221,221,2,-1.2065998501654582,36.96872467149514,2767.9583333333335,2560.25,2490.7916666666665,2383.75
222,222,1,-1.2146421310518385,36.927971456561714,1955.0,1791.75,1692.5,1694.8333333333333
223,223,2,-1.2134291444480314,36.96443709823028,2138.2916666666665,1921.4583333333333,1770.9583333333333,1893.8333333333333
224,224,5,-1.2224746841470204,36.92002485104264,2578.1666666666665,2330.3333333333335,2272.1666666666665,2255.9166666666665
225,225,5,-1.205558760206437,36.948685167511485,1984.5833333333333,1792.5,1713.5833333333333,1686.125
226,226,3,-1.1965998727093314,36.91838872513159,1954.8333333333333,1781.4166666666667,1694.0833333333333,1648.9166666666667
227,227,5,-1.1788046066447655,36.96014622426299,1668.2916666666667,1507.8333333333333,1434.7916666666667,1432.1666666666667
228,228,5,-1.220780669512468,36.94862307886548,1808.375,1695.125,1574.25,1562.4583333333333
229,229,5,-1.2009586581009193,36.958142766991706,2186.5416666666665,1916.25,1857.9166666666667,1821.0833333333333
230,230,5,-1.2119690894103874,36.956081792033416,1972.0833333333333,1780.375,1751.2916666666667,1694.875
231,231,2,-1.179673500118435,36.93797405984273,1836.3333333333333,1644.0833333333333,1558.25,1549.5
232,232,2,-1.20518171565069,36.93583981682397,2211.6666666666665,1916.25,1814.9166666666667,1837.8333333333333
233,233,2,-1.2097782855679065,36.96142141632637,2450.2083333333335,2243.9166666666665,2138.2916666666665,2094.5
234,234,5,-1.1800670284398602,36.95439212367757,1968.875,1822.5,1787.3333333333333,1708.4166666666667
235,235,1,-1.2004162374575,36.93825707245006,2509.1666666666665,2293.25,2225.5,2222.3333333333335
236,236,0,-1.1913839994499285,36.94082045051796,2274.3333333333335,2041.0,1917.0833333333333,1962.5833333333333
237,237,2,-1.1692505355780691,36.95905935920602,1649.6666666666667,1514.6666666666667,1456.4583333333333,1425.125
238,238,3,-1.2104349719863194,36.91167760858907,2418.25,2310.6666666666665,2210.5833333333335,2195.0833333333335
239,239,3,-1.196559826991516,36.97365143792406,2122.7083333333335,1748.5833333333333,1645.7916666666667,1678.6666666666667
240,240,1,-1.212682685563143,36.90288910361605,1920.6666666666667,1765.75,1689.4166666666667,1599.6666666666667
241,241,5,-1.2153834614033547,36.99179130023438,1508.125,1343.8333333333333,1270.25,1298.125
242,242,2,-1.2128366910906054,36.958108774230126,2216.2916666666665,1929.25,1722.4166666666667,1932.5
243,243,2,-1.1820955927949586,36.95231886991241,1789.0,1643.4583333333333,1585.2083333333333,1549.5
244,244,5,-1.205187069485612,36.92020724367463,2369.8333333333335,2132.8333333333335,1944.9166666666667,2045.0833333333333
245,245,2,-1.1933792840641224,36.94306342351928,2797.6666666666665,2589.9166666666665,2452.0,2478.1666666666665
246,246,5,-1.197898069169384,36.95865655399168,1774.0833333333333,1579.875,1498.25,1477.625
247,247,2,-1.2175424633437857,36.96786128875539,2476.3333333333335,2327.375,2290.875,2190.75
248,248,2,-1.2106685515638884,36.95693496956631,2597.25,2294.7916666666665,2177.0416666666665,2252.4166666666665
249,249,1,-1.193472447999122,36.95023743955132,2399.2083333333335,2199.4166666666665,2105.9166666666665,2082.9583333333335
250,250,1,-1.2226668525213162,36.917449859528375,2698.4166666666665,2504.1666666666665,2373.0833333333335,2425.25
251,251,2,-1.2069315094713682,36.91909191449579,2240.5833333333335,2040.8333333333333,2016.3333333333333,1970.9166666666667
252,252,5,-1.2181210780047873,36.959306225279256,2232.0,2035.625,1954.5833333333333,1938.0833333333333
253,253,5,-1.1870055122566971,36.9491504562038,2027.2083333333333,1814.0416666666667,1722.0,1733.75
254,254,0,-1.178737342990241,36.96405262463998,1558.5416666666667,1392.625,1322.75,1284.6666666666667
255,255,2,-1.215337503327973,36.91873863947405,2679.5,2448.3333333333335,2350.4166666666665,2383.9166666666665
256,256,1,-1.2124599766440365,36.96124744744839,2366.7916666666665,2065.25,1857.625,1996.4166666666667
257,257,2,-1.1875841603327282,36.9726303111301,1769.75,1547.5416666666667,1456.2916666666667,1449.25
258,258,2,-1.1925647661747436,36.94300071353223,2914.6666666666665,2630.5,2478.0,2544.0
259,259,2,-1.2185806265059778,36.91639847837204,2691.4166666666665,2485.1666666666665,2361.8333333333335,2418.6666666666665
260,260,2,-1.1850553287449546,36.94601413409808,1828.125,1626.8333333333333,1559.0,1525.9583333333333
261,261,2,-1.2049879310836755,36.93045278972377,2130.9166666666665,1966.5,1899.0,1860.1666666666667
262,262,1,-1.2164865914512553,36.96132651255553,1865.0416666666667,1717.7083333333333,1726.9583333333333,1603.375
263,263,3,-1.212842176808586,36.99034169487573,1558.0833333333333,1395.9583333333333,1371.7083333333333,1357.8333333333333
264,264,2,-1.2075679851104808,36.92140660488382,1780.8333333333333,1636.6666666666667,1551.9166666666667,1536.3333333333333
265,265,5,-1.2016147206404413,36.93698573857981,2568.5833333333335,2365.4166666666665,2278.0833333333335,2239.6666666666665
266,266,5,-1.2119855947482636,36.9785474343811,2333.375,2056.0,1924.7083333333333,2002.5416666666667
267,267,2,-1.213334781569993,36.96464703110214,2228.0,1996.0416666666667,1899.2083333333333,1945.5833333333333
268,268,5,-1.2220347555975717,36.92659004647,2038.25,1830.75,1729.5,1747.4166666666667
